	A_rep1	A_rep2	A_rep3	B_rep1	B_rep2	B_rep3
RNF138P1	121	115	215	129	136	161
RNF139	1958	1850	3381	1834	1730	2123
RNF14	2657	2457	4446	3802	3890	4835
RNF141	1959	1829	4164	1466	1502	1800
RNF144B	1026	924	1844	811	734	879
RNF145	5593	5177	9561	5882	5758	7170
RNF146	811	747	1304	1291	1240	1564
RNF149	1790	1693	3340	1176	1095	1552
RNF150	654	635	885	40	22	39
RNF151	3	4	3	14	10	14
RNF152	200	169	263	129	115	156
RNF165	163	150	291	344	300	447
RNF166	407	312	513	900	755	1131
RNF167	6586	5615	9088	5568	5305	6817
RNF168	1401	1237	2133	1008	976	1242
RNF169	761	748	1294	601	578	765
RNF170	775	740	1577	1025	1059	1230
RNF175	12	12	24	421	414	546
RNF180	15	33	33	76	77	89
RNF181	2028	1714	2724	2790	2724	3996
RNF183	1	1	4	3	5	11
RNF185	1868	1630	2777	1846	1712	2431
RNF187	5745	4844	7050	7511	6997	10105
RNF19A	2032	1965	3603	3441	3440	4262
RNF19B	2685	2420	3755	1507	1345	1970
RNF2	455	424	733	770	754	882
RNF20	3297	2880	5252	3973	3821	5035
RNF207	198	162	332	96	81	148
RNF208	41	35	25	27	15	33
RNF213	6809	5956	9145	8502	8102	11485
RNF214	846	779	1412	1028	976	1368
RNF215	611	535	784	1278	1117	1611
RNF216	1320	1063	1837	2254	2066	2895
RNF216P1	238	212	364	813	777	1002
RNF217	352	316	527	313	322	384
RNF219	290	265	493	502	547	570
RNF220	3410	3058	4510	4519	4020	5722
RNF223	4	9	6	0	1	7
RNF224	30	27	33	23	19	23
RNF24	296	245	398	1856	1774	2373
RNF25	998	892	1337	1781	1724	2394
RNF26	4336	3406	5447	3893	3506	4983
RNF31	3233	2653	4086	2498	2346	3357
RNF32	128	104	176	172	159	206
RNF34	1330	1232	1967	1885	1786	2476
RNF38	1543	1339	2555	1730	1659	2179
RNF39	1398	1157	1864	209	193	263
RNF4	4053	3634	5894	4373	4288	5827
RNF40	5282	4539	6828	6893	6451	9609
RNF41	1972	1700	2867	2031	1918	2725
RNF43	511	444	736	421	410	536
RNF44	5285	4299	6286	4438	3925	6065
RNF5P1	576	494	703	401	385	434
RNF6	2599	2514	4645	2925	2869	3663
RNF7	2191	2024	3336	2449	2408	3238
RNF8	994	899	1739	1168	1112	1520
RNFT1	436	391	852	493	508	608
RNFT2	51	36	66	52	48	59
RNGTT	1163	1041	1984	1408	1416	1834
RNH1	8884	7332	10006	9501	8714	13376
RNLS	16	14	26	7	10	5
RNMT	2506	2168	4045	3052	3037	3725
RNMTL1	827	744	1166	851	761	1103
RNPC3	770	738	1248	724	752	927
RNPEP	4075	3731	5672	3257	2944	4120
RNPEPL1	1825	1427	1938	3076	2653	4188
RNPS1	4442	3798	5680	5619	5056	7109
RNU6-28	8	4	6	1	1	0
RNU86	45	38	59	89	93	93
ROBO1	723	673	1070	1534	1402	1965
ROBO3	417	311	545	1083	983	1398
ROBO4	1	1	2	50	37	58
ROCK1	3334	3139	5434	6511	6401	7834
ROCK1P1	3	3	7	28	9	11
ROCK2	2739	2537	4955	2064	2069	2529
ROGDI	1978	1579	2141	1112	934	1413
ROM1	193	157	269	284	274	386
ROMO1	2714	2230	3058	3771	3437	4804
ROPN1B	1	1	6	5	1	3
ROPN1L	10	10	8	3	4	6
ROR1	172	176	270	554	601	639
ROR2	11	2	2	1	2	4
RORA	135	137	245	113	106	160
RORC	19	15	18	0	2	0
ROS1	541	502	948	6097	6128	7859
RP1	16	13	19	17	25	16
RP1L1	20	7	30	32	21	27
RP2	750	837	1567	804	756	1020
RP9	214	194	355	412	397	562
RP9P	39	54	98	114	161	166
RPA1	5418	4933	8218	4910	4714	6209
RPA2	2294	2025	3444	2541	2337	3147
RPA3	927	786	1594	1136	1194	1423
RPA4	0	1	3	4	1	7
RPAIN	922	889	1622	979	961	1316
RPAP1	1419	1127	1775	1541	1494	2197
RPAP2	681	625	1178	591	625	789
RPAP3	1098	1081	2107	1507	1588	1728
RPE	836	890	1685	1065	1105	1386
RPF1	1660	1582	2978	2076	2177	2474
RPF2	997	945	1893	963	999	1064
RPGR	271	222	420	1306	1244	1513
RPGRIP1	16	12	24	21	27	29
RPGRIP1L	628	640	1142	849	843	1049
RPH3A	1	3	1	6	3	13
RPH3AL	36	48	46	67	48	73
RPIA	307	263	458	377	328	478
RPL10	18555	15694	24932	19398	18632	26363
RPL10A	18784	16155	27321	15990	14298	19917
RPL11	53591	47899	86376	51966	48915	61571
RPL12	5434	3906	11686	7380	9271	9149
RPL13	33285	29070	35562	33973	29823	43915
RPL13A	19076	17337	29830	11461	11443	15242
RPL13AP20	79	72	71	60	72	83
RPL13AP3	5	3	2	6	5	4
RPL13AP6	94	61	125	83	91	127
RPL13P5	45	37	56	79	73	80
RPL14	19334	17710	30328	14856	14545	18681
RPL15	29023	26572	46234	27750	27029	33253
RPL17	377	374	618	554	497	723
RPL18	35816	30064	42603	31285	29312	42926
RPL18A	9113	6599	11037	8790	6764	9785
RPL19	25637	21578	33654	24460	22472	31035
RPL19P12	2338	2012	3193	2219	2298	3150
RPL21P44	11	2	10	26	16	25
RPL22	4191	3863	7575	3474	3503	4184
RPL22L1	1713	1776	3858	2869	2962	3118
RPL23	24335	21661	42284	27071	28012	32594
RPL23A	5411	2761	5681	5438	3677	4690
RPL23AP53	242	230	464	339	354	411
RPL23AP64	49	43	59	26	21	26
RPL23AP7	67	78	142	143	172	262
RPL23AP82	163	168	274	247	255	367
RPL23P8	802	780	1018	996	845	1278
RPL24	6256	5387	10260	6915	7361	8315
RPL26	20345	17796	32546	16948	18971	25145
RPL26L1	920	768	1581	1182	1169	1545
RPL27	28368	26230	43454	29118	28826	35966
RPL27A	17163	15008	25863	17972	19870	21923
RPL28	38659	32308	44558	30443	27667	40439
RPL29	23253	19350	26752	19435	18444	26433
RPL3	49178	41972	63857	45491	43375	63391
RPL30	36896	32980	56473	31842	31439	40793
RPL31	9428	8396	14937	10428	10348	14298
RPL31P11	1162	995	1369	856	853	1105
RPL32	21853	19396	33670	20196	19989	25928
RPL32P3	108	88	133	212	197	316
RPL34	3907	3671	6855	4964	5113	6359
RPL34-AS1	21	5	22	28	16	26
RPL35	26271	21861	32686	23965	21688	28725
RPL35A	16501	15117	27609	16044	16187	19179
RPL36	26125	22591	31923	22261	20491	30260
RPL36A	127	123	287	274	294	294
RPL36AL	5881	5319	10264	7085	7093	8407
RPL37	32673	28178	44655	26873	28740	36811
RPL37A	25363	21998	35181	25991	25543	33071
RPL38	17432	15251	25656	17426	16726	22527
RPL39	219	150	358	314	328	394
RPL39L	451	395	694	453	417	521
RPL4	53704	45049	78124	45126	44065	57942
RPL41	720	450	954	1082	986	986
RPL5	21841	21580	34076	19192	17672	25328
RPL6	13308	11722	21009	12424	11542	15581
RPL7	1145	906	7388	1698	1580	2122
RPL7A	14656	12360	20461	16110	14284	22431
RPL7L1	634	546	1162	765	762	912
RPL8	62064	50971	69996	57575	52572	77582
RPL9	248	1160	432	872	671	591
RPLP0	52465	43681	68072	45416	43944	59836
RPLP0P2	31	32	45	36	48	61
RPLP1	46561	37581	52427	40085	36705	56698
RPLP2	20772	16304	23129	22316	19908	28893
RPN1	9047	8177	13630	15439	14374	20073
RPN2	19195	16960	29331	20735	19612	27100
RPP14	1335	1255	2287	1273	1232	1393
RPP21	4	2	3	5	1	1
RPP25	256	183	250	257	231	332
RPP25L	2327	1894	2767	1254	1182	1667
RPP30	1104	1123	2068	1674	1647	2045
RPP38	780	714	1303	798	724	961
RPP40	462	452	838	412	433	495
RPPH1	13	9	6	24	9	15
RPRD1A	2906	2882	5070	3266	3260	3869
RPRD1B	2663	2420	4166	3231	3313	4026
RPRD2	2964	2560	4507	2418	2400	3185
RPS10	76	66	125	102	79	125
RPS10P7	52	59	49	54	33	56
RPS11	46957	41359	69549	42524	42164	56510
RPS12	17781	15366	25392	15808	16461	21915
RPS13	13041	11920	21818	15084	15098	18969
RPS14	29144	25063	39928	31803	35139	47404
RPS15	11867	9299	12419	9787	8765	13012
RPS15A	8790	7998	13171	8760	8561	10964
RPS15AP10	7	2	8	3	3	6
RPS16	40921	34597	49618	32643	29976	43242
RPS18	39788	35577	62170	40737	39360	55233
RPS19	36908	31837	48620	35767	34293	46653
RPS19BP1	1927	1547	2222	3088	2751	3845
RPS2	31808	25918	36204	24004	21803	31788
RPS20	20993	17015	31913	21979	21225	27252
RPS21	18832	16190	22932	14705	14031	19322
RPS23	35208	24650	45950	34727	34456	40399
RPS24	35330	32022	60264	30410	28460	36094
RPS25	13922	12438	23272	12664	12734	16403
RPS26	270	258	444	371	307	474
RPS27	138	118	214	133	129	171
RPS27A	3592	3067	7206	4739	4629	5132
RPS27L	1044	887	1852	1490	1403	1708
RPS28	3838	3296	4318	249	3569	367
RPS29	5362	4776	8774	4147	4489	5747
RPS2P32	2	5	5	5	2	5
RPS3	60477	52167	84617	52168	50586	68623
RPS3A	2005	1963	3998	2304	2983	3939
RPS4X	25881	23089	39575	27002	25841	34052
RPS4Y1	11187	10402	17506	12087	11757	15984
RPS5	33787	28947	40355	30723	28670	39049
RPS6	95463	74496	133027	85373	81052	91648
RPS6KA1	5627	4776	7373	2834	2663	3926
RPS6KA2	1785	1562	2462	7836	7309	10381
RPS6KA2-IT1	3	4	2	14	17	22
RPS6KA3	1879	1898	3833	2243	2327	2811
RPS6KA4	4673	3866	5228	5312	4756	6918
RPS6KA5	981	971	1621	194	194	215
RPS6KB1	1602	1506	2731	1324	1344	1613
RPS6KB2	2471	2075	2763	2620	2216	3434
RPS6KC1	827	765	1363	1103	1122	1356
RPS6KL1	98	86	134	131	120	159
RPS7	4074	3258	6259	3754	4226	5280
RPS8	25143	22553	36198	26252	25741	33669
RPS9	24246	20246	31143	20218	19741	27621
RPSA	16899	9624	18876	8017	8231	19530
RPSAP52	7	11	25	359	389	492
RPSAP58	21869	24208	36879	20629	20061	25880
RPSAP9	18	11	30	16	48	45
RPTOR	2177	1690	2330	2426	2129	3260
RPUSD1	1777	1496	1845	2047	1805	2619
RPUSD2	636	546	811	751	710	1035
RPUSD3	854	685	1069	1069	1033	1452
RPUSD4	2549	2229	3642	1786	1846	2275
RQCD1	2437	2271	3816	3450	3316	4137
RRAD	82	63	82	67	77	129
RRAGA	3859	3413	5418	5096	4688	6358
RRAGB	201	230	413	355	328	403
RRAGC	1170	1112	1921	1467	1483	1837
RRAGD	34	34	62	48	44	90
RRAS	1820	1508	2063	5815	5149	7674
RRAS2	1061	983	1781	1565	1576	1808
RRBP1	6894	5736	9940	19954	18659	26827
RREB1	3778	3189	4676	1835	1732	2307
RRH	12	14	13	51	34	50
RRM1	7788	7261	13309	8951	9032	11148
RRM2	9114	8604	15175	11650	11659	15410
RRM2B	928	877	1678	980	973	1129
RRN3	2234	2141	3816	2335	2270	2764
RRN3P2	3	9	11	8	7	11
RRN3P3	117	113	186	148	93	168
RRNAD1	1506	1221	2067	1284	1195	1683
RRP1	1534	1250	1998	1563	1433	2062
RRP12	1582	1293	2022	1515	1327	1880
RRP15	1003	975	1911	1213	1243	1437
RRP1B	2809	2535	4409	3727	3517	4740
RRP36	1853	1617	2962	3060	2942	3783
RRP7A	1089	920	1451	1732	1668	2137
RRP7B	147	97	167	208	201	253
RRP8	598	562	857	741	724	967
RRP9	1794	1449	2354	1672	1705	2286
RRS1	1690	1442	2188	1358	1211	1835
RSAD1	1108	942	1479	1740	1673	2378
RSAD2	17	16	28	0	0	0
RSBN1	631	513	905	602	574	769
RSBN1L	548	499	941	488	531	634
RSBN1L-AS1	205	169	321	233	250	277
RSC1A1	333	320	492	298	300	377
RSF1	2016	1890	3091	1833	1860	2289
RSG1	127	91	133	113	113	149
RSL1D1	7464	6828	14810	5990	5856	7260
RSL24D1	2672	2459	5010	2863	3008	3216
RSPH1	93	76	127	22	14	28
RSPH3	562	488	747	523	464	641
RSPH4A	20	15	40	54	60	69
RSPH9	5	10	13	9	12	9
RSPO1	0	0	1	4	1	6
RSPRY1	1461	1264	2306	1519	1550	1998
RSRC1	676	568	1096	679	659	815
RSRC2	3367	2945	5637	3868	3820	4474
RSU1	2402	2335	4032	4690	4550	5818
RSU1P2	0	0	0	4	2	8
RTCA	1195	1128	2007	1793	1807	2271
RTEL1	48	35	46	119	116	166
RTEL1-TNFRSF6B	8	6	7	25	9	16
RTF1	2559	2320	4665	3089	2900	3889
RTFDC1	5506	4977	8613	7193	6920	8856
RTKN	2306	1947	3089	1698	1591	2394
RTKN2	88	73	144	60	68	59
RTN1	304	268	411	1360	1146	1690
RTN2	250	209	293	809	683	1120
RTN3	3823	3542	6173	3478	3412	4028
RTN4	12106	10794	18229	21679	20360	26904
RTN4IP1	464	427	747	353	340	434
RTN4R	229	181	222	526	442	640
RTN4RL1	675	544	780	73	53	80
RTN4RL2	40	38	47	11	6	10
RTP4	18	27	58	0	0	0
RTTN	1032	895	1673	3638	3547	4496
RUFY1	1968	1796	3091	2994	2581	3676
RUFY2	745	682	1447	1222	1269	1535
RUFY3	550	535	1133	646	667	758
RUNDC1	682	581	1030	840	784	1212
RUNDC3A	48	34	49	24	22	37
RUNDC3B	5	12	7	8	4	4
RUNX1	3211	2932	4563	6105	5895	6803
RUNX2	28	22	56	260	238	307
RUNX3	1	0	0	22	31	50
RUSC1	2420	2033	3045	2559	2460	3247
RUSC1-AS1	7	6	10	10	10	12
RUSC2	699	627	981	11776	10599	15473
RUVBL1	3774	3260	5472	3674	3603	4916
RUVBL2	6190	5125	7768	6026	5376	8216
RWDD1	2056	1982	3584	2253	2324	2456
RWDD2A	115	90	181	492	445	641
RWDD2B	706	683	1259	723	721	919
RWDD3	162	162	315	210	271	294
RWDD4	444	402	755	533	479	555
RXFP4	4	3	6	0	7	3
RXRA	15049	12541	17061	7024	6434	9387
RXRB	2173	1787	2993	2669	2509	3445
RYBP	3135	3011	5230	2287	2250	2776
RYK	2608	2461	4497	2920	2753	3458
RYR1	66	55	68	6	2	3
RYR2	12	12	15	2	4	4
RYR3	86	97	183	171	168	216
S100A1	80	54	95	37	49	58
S100A10	26189	24272	43456	36711	37693	49638
S100A11	30955	26782	42953	41641	38301	51197
S100A12	88	78	119	1	0	0
S100A13	2855	2463	4266	4382	4216	5420
S100A14	32284	28449	48653	1441	1380	1910
S100A16	21737	18609	28081	20157	18935	25248
S100A2	107094	91333	162175	41024	41057	56130
S100A3	838	700	1382	508	465	666
S100A4	128	105	192	27	33	58
S100A6	31527	26519	44749	30278	29479	39914
S100A7	60	32	110	3	0	2
S100A8	6230	5554	11080	60	78	86
S100A9	21134	18786	31396	311	295	434
S100P	71	61	92	3	4	4
S100PBP	888	805	1656	1541	1556	1925
S1PR1	17	13	26	28	25	23
S1PR2	88	75	137	412	372	508
S1PR3	50	54	74	1161	1198	1499
S1PR4	6	6	10	8	5	10
S1PR5	306	283	413	823	705	1079
SAA1	5623	4756	8037	7117	6670	9533
SAA2	205	183	346	259	276	370
SAA4	4	2	5	5	10	5
SAAL1	1001	968	1820	1376	1249	1663
SAC3D1	394	352	485	550	494	753
SACM1L	1640	1683	3165	1539	1580	1887
SACS	1332	1219	2110	7161	7244	8365
SAE1	5515	4961	8362	8084	7844	10391
SAFB	4525	4035	6205	4542	4146	5823
SAFB2	3131	2563	4231	2808	2653	3621
SALL2	83	63	101	26	24	36
SALL4	4	2	7	9	7	11
SAMD1	1052	892	1113	1448	1363	1856
SAMD10	259	211	272	41	46	63
SAMD11	2	0	2	150	142	219
SAMD12	323	253	454	24	15	27
SAMD13	29	33	58	15	18	23
SAMD14	3	4	8	84	67	94
SAMD15	38	26	71	58	52	63
SAMD4A	740	651	1171	4562	4269	5586
SAMD4B	4251	3655	5666	4541	4028	5908
SAMD5	255	271	483	81	77	85
SAMD8	1164	1104	2811	1395	1385	1654
SAMD9	4294	4167	6957	2093	2179	2599
SAMD9L	558	495	949	240	264	311
SAMHD1	1217	1087	1999	316	320	400
SAMM50	3247	2966	4886	2297	2332	2982
SAMSN1	1	0	2	497	477	600
SAP130	1871	1592	2577	2239	2011	3014
SAP18	3745	3334	5831	4712	4578	5747
SAP25	55	36	75	81	65	102
SAP30	552	531	855	734	733	933
SAP30BP	2273	2036	3421	4267	4052	5660
SAP30L	1848	1706	2770	1998	1847	2484
SAPCD2	8481	6913	9819	1375	1215	1711
SAR1A	3279	3077	5798	5255	5357	6133
SAR1B	1915	1915	3612	2731	2706	3136
SARDH	10	3	4	110	91	138
SARM1	19	14	13	49	42	79
SARNP	1552	1319	2778	2273	2274	2683
SARS	8288	7209	12388	7811	7515	10064
SARS2	1592	1259	1975	964	971	1382
SART1	2432	2017	3240	4081	3591	5322
SART3	2584	2381	3897	2698	2572	3528
SASH1	881	797	1376	717	656	835
SASS6	641	628	1287	530	504	618
SAT1	13593	12689	22832	17862	17048	21792
SAT2	778	675	1171	1028	1015	1310
SATB1	483	431	697	497	444	594
SATB2	301	284	499	703	690	861
SAV1	809	772	1429	879	835	1027
SAYSD1	671	582	1010	608	550	744
SBDS	4046	3871	6918	7814	7986	9908
SBDSP1	879	739	1505	1731	1699	2056
SBF1	5109	4195	5802	6781	6062	9672
SBF1P1	9	12	13	24	20	23
SBF2	1502	1409	2384	1670	1644	2161
SBF2-AS1	142	114	241	93	81	116
SBK1	64	44	49	25	18	30
SBNO1	2417	2442	4188	1976	2025	2447
SBNO2	3362	2681	3456	7667	6503	10820
SBSN	498	405	1051	9	11	22
SBSPON	7	13	35	24	23	24
SC5DL	1232	1217	2411	2904	2979	3396
SCAF1	3021	2374	3168	5142	4370	6868
SCAF11	4629	4455	8783	5848	5921	7375
SCAF4	2596	2217	3438	2473	2253	3040
SCAF8	2772	2584	4636	3028	3129	3695
SCAI	438	461	943	289	327	309
SCAMP1	3386	3320	6133	3627	3688	4264
SCAMP2	2649	2351	3464	3094	2750	4038
SCAMP3	3206	2709	4027	3595	3271	4595
SCAMP4	2218	1883	2609	2930	2489	4042
SCAMP5	721	640	1035	289	340	415
SCAND1	2574	2182	2360	2791	2328	3545
SCAND2P	407	414	830	594	599	780
SCAND3	183	193	344	263	261	335
SCAP	4233	3415	5122	3727	3334	4869
SCAPER	796	748	1297	558	485	607
SCARA3	2598	2125	3317	3022	2758	3874
SCARA5	76	73	82	0	0	2
SCARB1	897	728	1086	544	496	684
SCARB2	6855	6576	12570	7317	7181	9071
SCARF1	47	41	49	103	125	137
SCARF2	222	165	229	2740	2168	3599
SCARNA10	8	5	8	6	1	5
SCARNA12	78	50	70	77	71	127
SCARNA15	13	8	39	16	18	29
SCARNA16	18	15	49	10	15	9
SCARNA17	5	5	6	4	10	9
SCARNA22	8	5	15	12	11	17
SCARNA27	7	7	19	11	11	15
SCARNA6	5	12	10	2	4	4
SCARNA8	2	1	2	2	2	2
SCARNA9	3	7	13	11	7	10
SCCPDH	403	427	696	952	841	1079
SCD	25768	23003	43518	67580	65140	85040
SCD5	2606	2329	4125	1068	970	1377
SCEL	370	360	747	32	31	32
SCFD1	1739	1691	3261	2272	2389	2744
SCFD2	957	780	1416	1046	951	1378
SCG2	9	7	10	18	12	21
SCG5	40	34	61	4561	4674	5756
SCGB1B2P	9	10	12	33	27	30
SCGB2B2	5	5	7	8	5	4
SCGB3A1	0	0	0	2	4	12
SCIN	25	32	43	0	0	0
SCLT1	933	833	1723	830	878	934
SCMH1	1570	1255	2182	1735	1619	2265
SCML1	648	550	1123	909	924	1076
SCML2	147	145	276	134	143	159
SCN11A	1	2	3	4	7	11
SCN1B	14	14	13	140	105	179
SCN3B	16	11	20	16	6	17
SCN4B	31	29	33	43	60	80
SCN5A	12	9	12	16	19	18
SCN8A	2	0	1	10	6	7
SCN9A	109	110	208	27	30	38
SCNM1	2	6	9	14	4	17
SCNN1A	27263	22469	36810	7839	7142	10461
SCNN1B	7350	6263	9263	17	15	16
SCNN1D	51	45	57	46	45	66
SCNN1G	4092	3573	5756	53	50	62
SCO1	1319	1244	2158	1366	1335	1766
SCO2	10	10	11	6	3	13
SCOC	1596	1499	2944	2259	2480	2622
SCP2	3890	3840	7018	3411	3431	4145
SCPEP1	3241	2956	5222	1306	1181	1689
SCRIB	3772	3016	3831	2672	2212	3698
SCRN1	2766	2521	4187	8116	7820	10521
SCRN2	1067	813	1349	1361	1227	1932
SCRN3	1562	1482	2683	981	934	1140
SCUBE2	4	1	5	10	8	9
SCUBE3	17	13	18	43	23	53
SCYL1	2910	2461	3649	5142	4837	7346
SCYL2	1927	1862	3376	2155	2170	2541
SCYL3	370	341	677	565	526	702
SDAD1	2196	2061	3547	2512	2437	2773
SDC1	30613	25546	36712	12299	10983	15737
SDC2	324	290	530	1264	1212	1562
SDC3	2548	2063	3133	10470	9615	13550
SDC4	37637	32764	55032	12324	11925	15968
SDCBP	8346	8066	14616	6417	6516	7595
SDCBP2	19	13	13	1	3	8
SDCBP2-AS1	172	133	318	336	382	454
SDCCAG3	2345	2088	3498	3721	3342	4601
SDCCAG8	760	684	1477	1276	1168	1567
SDE2	1131	1001	1851	1143	1131	1418
SDF2	1691	1459	2466	2261	2241	2991
SDF2L1	443	384	418	1228	961	1560
SDF4	5769	4740	6530	8314	7225	11653
SDHA	9192	8125	12426	6952	6501	9860
SDHAF1	440	345	538	573	520	700
SDHAF2	1302	1185	2095	1577	1474	1897
SDHAP1	203	180	241	286	295	406
SDHAP2	155	154	276	209	219	287
SDHAP3	69	66	112	55	58	89
SDHB	5424	4783	8061	3446	3265	4450
SDHC	1826	1619	2966	1841	1917	2403
SDHD	2655	2764	5635	1728	1783	1950
SDK1	14	15	22	98	101	121
SDK2	3	0	3	103	89	144
SDPR	1984	1790	3109	126	141	156
SDR16C5	173	191	349	24	37	35
SDR39U1	256	241	370	236	215	295
SDR42E1	567	530	884	603	664	830
SDR9C7	1	8	10	3	4	6
SDS	1	2	3	4	1	0
SDSL	468	409	562	500	436	676
SEC11A	4970	4546	8694	7181	7002	8872
SEC11C	982	874	1596	1245	1250	1591
SEC13	3947	3269	5346	8507	7766	11508
SEC14L1	1927	1673	2527	3284	3049	4262
SEC14L1P1	39	36	44	58	58	60
SEC14L2	3619	3263	5196	6843	6469	9524
SEC14L4	19	12	24	13	8	19
SEC14L5	12	6	11	0	0	1
SEC16A	9931	8506	12629	12393	11434	16823
SEC16B	52	49	87	65	58	70
SEC1P	3	3	6	2	1	4
SEC22A	616	629	1248	767	744	1016
SEC22B	1775	1640	2828	4009	3789	4674
SEC22C	2070	1847	3638	2880	2885	3857
SEC23A	2145	2033	3579	7291	7129	8840
SEC23B	4959	4672	7756	4446	4327	6034
SEC23IP	2187	1932	3539	3026	3012	3837
SEC24A	1999	1908	3459	3982	3896	4941
SEC24B	2644	2415	4339	2702	2539	3385
SEC24B-AS1	10	14	25	23	23	29
SEC24C	5081	4505	7540	8854	8389	11944
SEC24D	617	513	863	5143	4938	6646
SEC31A	6402	5869	9897	12280	11882	15419
SEC31B	878	707	1382	1255	1197	1566
SEC61A1	11910	10435	16538	27551	25769	34949
SEC61A2	270	253	523	758	813	892
SEC61B	3293	3077	5151	6252	6225	7892
SEC61G	995	963	1851	3080	3047	3449
SEC62	3915	3654	6860	6114	5928	7044
SEC63	3036	2898	5579	5116	4937	5677
SECISBP2	1762	1641	3074	3109	2948	3821
SECISBP2L	1116	1060	1756	1988	2005	2384
SECTM1	3394	2756	3937	1269	1211	1704
SEH1L	2108	1989	3314	1316	1309	1607
SEL1L	3517	3394	6193	5544	5562	6599
SEL1L3	1230	1134	1941	1386	1368	1902
SELE	0	0	0	1	0	1
SELENBP1	2737	2332	3730	51	61	87
SELK	515	460	869	1049	1098	1329
SELL	1	1	4	2	0	0
SELM	507	435	533	1725	1455	2295
SELO	1836	1503	2035	1646	1375	2167
SELPLG	69	58	89	138	123	182
SELRC1	914	883	1783	1032	1039	1420
SELT	1710	1594	3032	2605	2534	2969
SEMA3A	114	103	235	32	37	29
SEMA3B	49	45	50	138	133	156
SEMA3C	4289	4065	7036	4209	4222	5406
SEMA3E	7	9	15	1	0	0
SEMA3F	11698	9607	13527	7246	6416	9472
SEMA3G	8	5	10	6	13	11
SEMA4A	1101	900	1380	88	77	96
SEMA4B	16078	13265	18428	4147	3794	6045
SEMA4C	493	393	608	2348	2183	3287
SEMA4D	197	153	260	161	157	235
SEMA4F	413	375	549	628	611	817
SEMA4G	48	46	79	112	96	135
SEMA5A	78	66	122	86	77	101
SEMA5B	31	29	36	2	4	6
SEMA6A	119	90	162	55	41	68
SEMA6B	19	23	29	93	79	105
SEMA6C	222	173	277	370	345	499
SEMA6D	57	52	73	72	67	62
SEMA7A	348	280	393	3800	3630	5387
SENP1	1289	1216	2088	1763	1703	2140
SENP2	1713	1565	3005	1824	1838	2194
SENP3	207	157	334	320	316	394
SENP3-EIF4A1	13	11	32	23	22	49
SENP5	1168	1075	2068	1733	1745	2275
SENP6	2129	2042	4222	2812	2843	3164
SENP7	633	674	1307	694	708	871
SENP8	313	281	498	283	248	332
SEP15	4263	4316	7918	5869	6177	7075
SEPHS1	2609	2383	4299	2655	2564	3348
SEPHS2	2485	2168	3457	2713	2580	3426
SEPN1	5369	4375	6592	7930	7220	10525
SEPSECS	367	395	751	543	523	636
SEPT1	130	117	148	87	81	103
SEPT10	2855	2709	5189	5098	5114	5932
SEPT11	1464	1312	2889	3583	3668	4475
SEPT2	17133	15921	28618	22996	22902	28158
SEPT3	33	44	57	31	37	33
SEPT4	228	183	370	165	170	223
SEPT5	1	2	0	10	2	11
SEPT5-GP1BB	4	3	5	68	58	84
SEPT6	712	599	1090	1259	1232	1632
SEPT7	3323	3387	6707	7464	7472	8584
SEPT7L	3	4	6	4	7	7
SEPT7P2	82	73	169	205	162	205
SEPT8	4297	3777	6264	6474	6096	8285
SEPT9	24274	20186	27948	12469	10978	16408
SEPW1	6941	6000	8904	5395	5103	7010
SERAC1	234	237	423	256	230	324
SERBP1	11232	10231	18260	9678	9112	11719
SERF2	2666	2146	3527	4052	4166	5238
SERGEF	683	584	1051	594	604	818
SERHL2	31	19	62	47	44	40
SERINC1	3124	3030	6600	6240	6616	7822
SERINC2	19271	15819	21574	15484	13139	20965
SERINC3	8020	7228	12224	10365	10052	13123
SERINC4	99	94	181	178	177	229
SERINC5	2225	2040	3786	764	724	1013
SERP1	4131	3692	6313	5993	5478	7105
SERPINA1	266	211	389	3706	3576	4866
SERPINA10	6	7	9	8	8	12
SERPINA3	915	828	1451	165	146	208
SERPINA5	22	27	32	62	42	65
SERPINA6	9	8	12	1	1	4
SERPINA9	0	0	1	8	4	7
SERPINB1	1911	1684	3224	953	969	1135
SERPINB10	4	8	5	1	1	3
SERPINB11	7	2	3	0	0	0
SERPINB12	2	5	7	22	20	48
SERPINB13	1932	1903	3435	5	5	6
SERPINB2	10251	9681	17505	571	563	755
SERPINB3	177	169	341	19	15	27
SERPINB4	39	40	65	4	5	8
SERPINB5	27788	26758	46591	33210	33475	41753
SERPINB6	2983	2765	4853	5051	4947	6348
SERPINB7	163	169	328	121	130	147
SERPINB8	4096	3640	6349	3839	3566	4747
SERPINB9	12	11	19	13	18	16
SERPINC1	30	23	42	48	47	62
SERPIND1	11	7	14	7	6	7
SERPINE1	8499	7301	10251	819463	759501	1066993
SERPINE2	688	640	1110	14286	13901	17812
SERPINE3	18	19	30	26	29	46
SERPINF1	406	290	594	164	134	193
SERPINF2	258	222	377	220	157	251
SERPINH1	8936	7325	11034	19834	17772	26613
SERPINI1	111	101	230	106	91	107
SERTAD1	2874	2260	3061	1946	1778	2824
SERTAD2	2367	2071	3617	799	687	934
SERTAD3	1033	879	1590	1157	1155	1541
SERTAD4	569	523	805	125	104	155
SERTAD4-AS1	55	47	79	168	156	199
SESN1	1268	1216	2162	460	431	563
SESN2	831	718	1255	1261	1180	1658
